Wavenumber	580nm1	580nm2	580nm3	580 nm av. (N=3)	600nm1	600nm2	600nm3	600nm av. (N=3)	600nm2_1	600nm2_2	600nm2_3	600nm control sample av. (N=3)	700nm1	700nm2	700nm3	700 nm av. (N=3)	800nm1	800nm2	800nm3	800 nm av. (N=3)	900nm1	900nm2	900nm3	900 nm av. (N=3)	2000nm1	2000nm2	2000nm3	2000 nm av. (N=3)	60nm1	60nm2	60nm3	60 nm PMMA av. (N=3)	H2O Korrektur	60 nm PMMA av. (N=3) - 0.9* H2O correction spectrum
867,815	-0,003592	-0,004998	-0,00425	-0,00428	-0,002331	0,000464	0,004633	0,000922	-0,000681	-0,000321	-0,000399	-0,000467	-0,005831	-0,005144	-0,004318	-0,00509767	-0,005358	-0,005438	-0,005466	-0,00542067	-0,005913	-0,005451	-0,005868	-0,005744	0,017911	0,017031	0,017534	0,017492	0,00145	0,001506	0,001897	0,00161767	0,000359	0,00125867
869,743	-0,003671	-0,005045	-0,004446	-0,00438733	-0,002544	0,00011	0,004537	0,000701	-0,000854	-0,000458	-0,000643	-0,000651667	-0,005975	-0,005213	-0,004366	-0,00518467	-0,005497	-0,005513	-0,00565	-0,00555333	-0,00622	-0,005826	-0,006096	-0,00604733	0,015824	0,01508	0,015343	0,0154157	0,001448	0,001363	0,0017	0,00150367	0,000235	0,00126867
871,672	-0,003667	-0,005116	-0,004693	-0,004492	-0,002654	-6,8e-05	0,004509	0,000595667	-0,001041	-0,000544	-0,000815	-0,0008	-0,005975	-0,005316	-0,004512	-0,00526767	-0,0057	-0,005644	-0,005877	-0,00574033	-0,006391	-0,006124	-0,006189	-0,00623467	0,014125	0,013531	0,013711	0,013789	0,001499	0,001129	0,001546	0,00139133	0,000133	0,00125833
873,6	-0,003841	-0,005271	-0,004919	-0,004677	-0,00274	-0,00015	0,004362	0,000490667	-0,001179	-0,000649	-0,000936	-0,000921333	-0,006015	-0,005594	-0,004711	-0,00544	-0,005994	-0,005987	-0,00625	-0,006077	-0,006497	-0,006275	-0,006327	-0,00636633	0,012803	0,012357	0,012584	0,0125813	0,001499	0,000875	0,00146	0,001278	6,9e-05	0,001209
875,529	-0,004123	-0,005327	-0,005037	-0,004829	-0,002786	-0,000273	0,004155	0,000365333	-0,001205	-0,000781	-0,001014	-0,001	-0,006107	-0,00587	-0,004842	-0,00560633	-0,006277	-0,006393	-0,006588	-0,00641933	-0,00657	-0,006307	-0,006476	-0,006451	0,01189	0,011655	0,011958	0,0118343	0,00148	0,000767	0,001472	0,00123967	4,1e-05	0,00119867
877,457	-0,004321	-0,005284	-0,005087	-0,00489733	-0,002806	-0,000419	0,003995	0,000256667	-0,001182	-0,000939	-0,001056	-0,001059	-0,006222	-0,005962	-0,004921	-0,00570167	-0,00646	-0,006575	-0,006694	-0,00657633	-0,006612	-0,006381	-0,006516	-0,006503	0,011356	0,011287	0,011676	0,0114397	0,001475	0,000805	0,001512	0,001264	-1,1e-05	0,001275
879,386	-0,004394	-0,00532	-0,00509	-0,00493467	-0,00288	-0,000488	0,003883	0,000171667	-0,001198	-0,001112	-0,001093	-0,00113433	-0,006324	-0,005924	-0,005038	-0,005762	-0,006526	-0,006447	-0,006624	-0,00653233	-0,006651	-0,006553	-0,006505	-0,00656967	0,010989	0,010935	0,011407	0,0111103	0,001514	0,000885	0,001543	0,001314	-6,9e-05	0,001383
881,314	-0,004369	-0,005468	-0,005016	-0,004951	-0,002984	-0,000504	0,003847	0,000119667	-0,001248	-0,001216	-0,001158	-0,00120733	-0,006321	-0,005871	-0,005176	-0,00578933	-0,006493	-0,006216	-0,006542	-0,006417	-0,006728	-0,006738	-0,006556	-0,006674	0,010624	0,010506	0,011008	0,0107127	0,001578	0,000977	0,001614	0,00138967	-2,4e-05	0,00141367
883,243	-0,004246	-0,00557	-0,004938	-0,004918	-0,003026	-0,000541	0,003884	0,000105667	-0,001299	-0,001139	-0,001188	-0,00120867	-0,006215	-0,005797	-0,005241	-0,005751	-0,006409	-0,006102	-0,006507	-0,00633933	-0,006789	-0,006846	-0,006666	-0,006767	0,010359	0,010221	0,01066	0,0104133	0,001568	0,00107	0,001708	0,00144867	0,000118	0,00133067
885,171	-0,004073	-0,005461	-0,004934	-0,00482267	-0,003004	-0,000575	0,003901	0,000107333	-0,001312	-0,000894	-0,001108	-0,00110467	-0,006146	-0,005652	-0,005213	-0,00567033	-0,006314	-0,006094	-0,00649	-0,00629933	-0,006741	-0,006829	-0,006728	-0,006766	0,010502	0,010385	0,010698	0,0105283	0,00148	0,001132	0,001775	0,00146233	0,000235	0,00122733
887,1	-0,003948	-0,005206	-0,004934	-0,004696	-0,002971	-0,000605	0,003862	9,53333e-05	-0,001279	-0,000682	-0,001028	-0,000996333	-0,006186	-0,005511	-0,005203	-0,00563333	-0,006252	-0,006096	-0,006502	-0,00628333	-0,006647	-0,0067	-0,006659	-0,00666867	0,011193	0,011089	0,011333	0,011205	0,00141	0,001142	0,001792	0,001448	0,00029	0,001158
889,028	-0,00391	-0,005065	-0,004894	-0,004623	-0,002962	-0,000722	0,003783	3,3e-05	-0,001293	-0,000685	-0,001098	-0,00102533	-0,00627	-0,005542	-0,00533	-0,005714	-0,006267	-0,006086	-0,006548	-0,00630033	-0,006661	-0,006537	-0,006549	-0,00658233	0,0123	0,012203	0,012472	0,012325	0,001338	0,001068	0,001665	0,001357	0,000278	0,001079
890,957	-0,003902	-0,005102	-0,004896	-0,00463333	-0,002983	-0,00091	0,003682	-7,03333e-05	-0,001364	-0,000831	-0,001244	-0,00114633	-0,006328	-0,005707	-0,005519	-0,00585133	-0,006283	-0,00605	-0,006534	-0,006289	-0,006716	-0,006359	-0,006526	-0,00653367	0,013768	0,013689	0,013984	0,0138137	0,001207	0,00091	0,001397	0,00117133	0,000172	0,000999333
892,885	-0,003869	-0,005095	-0,004932	-0,004632	-0,002965	-0,000977	0,00364	-0,000100667	-0,001345	-0,000941	-0,001274	-0,00118667	-0,006335	-0,005736	-0,005542	-0,005871	-0,006155	-0,005959	-0,006374	-0,00616267	-0,006587	-0,006091	-0,006488	-0,00638867	0,015723	0,015662	0,015989	0,0157913	0,00111	0,000728	0,001191	0,00100967	1,9e-05	0,000990667
894,813	-0,003794	-0,004939	-0,004874	-0,00453567	-0,002822	-0,000812	0,00373	3,2e-05	-0,0012	-0,000937	-0,001151	-0,001096	-0,006266	-0,005535	-0,005336	-0,00571233	-0,005863	-0,005794	-0,006113	-0,00592333	-0,006203	-0,005708	-0,006263	-0,006058	0,018203	0,018125	0,018575	0,018301	0,001166	0,000581	0,001183	0,000976667	-0,000108	0,00108467
896,742	-0,003631	-0,004771	-0,004672	-0,004358	-0,002593	-0,000518	0,003904	0,000264333	-0,001083	-0,000779	-0,000962	-0,000941333	-0,006106	-0,00531	-0,005038	-0,00548467	-0,005473	-0,005567	-0,005804	-0,00561467	-0,005661	-0,005267	-0,00582	-0,00558267	0,021152	0,021001	0,021567	0,02124	0,001327	0,000562	0,001279	0,001056	-0,000197	0,001253
898,67	-0,003363	-0,004684	-0,004395	-0,00414733	-0,002385	-0,000226	0,00411	0,000499667	-0,001056	-0,000448	-0,00076	-0,000754667	-0,005894	-0,005195	-0,004706	-0,005265	-0,00501	-0,005314	-0,005452	-0,00525867	-0,005055	-0,004812	-0,005202	-0,005023	0,024509	0,024339	0,02487	0,0245727	0,001423	0,000743	0,001359	0,001175	-0,000244	0,001419
900,599	-0,003106	-0,004613	-0,004151	-0,00395667	-0,002248	3e-06	0,004371	0,000708667	-0,000993	-7,9e-05	-0,000564	-0,000545333	-0,005684	-0,00507	-0,004309	-0,005021	-0,004521	-0,005024	-0,005071	-0,004872	-0,004463	-0,004331	-0,004506	-0,00443333	0,028232	0,028187	0,028649	0,028356	0,001373	0,001024	0,001417	0,00127133	-0,000241	0,00151233
902,527	-0,002958	-0,004483	-0,003995	-0,003812	-0,00217	0,000133	0,004673	0,000878667	-0,000792	0,000143	-0,000376	-0,000341667	-0,00546	-0,004788	-0,003908	-0,00471867	-0,004097	-0,004637	-0,00466	-0,00446467	-0,003946	-0,003807	-0,003841	-0,00386467	0,03243	0,032523	0,033035	0,0326627	0,001244	0,001218	0,001477	0,001313	-0,000229	0,001542
904,456	-0,002834	-0,004259	-0,003889	-0,00366067	-0,00211	0,000224	0,004934	0,001016	-0,000486	0,000231	-0,000183	-0,000146	-0,005133	-0,004351	-0,003594	-0,00435933	-0,003742	-0,004117	-0,004175	-0,00401133	-0,003442	-0,00324	-0,003212	-0,003298	0,037306	0,037377	0,037971	0,0375513	0,001147	0,001245	0,00152	0,001304	-0,000241	0,001545
906,384	-0,002615	-0,003981	-0,003772	-0,003456	-0,00203	0,000377	0,005085	0,001144	-0,000161	0,000327	-6,3e-05	3,43333e-05	-0,004674	-0,003886	-0,003359	-0,003973	-0,003387	-0,003535	-0,003668	-0,00353	-0,002848	-0,002676	-0,002619	-0,00271433	0,0427	0,042598	0,043199	0,0428323	0,001133	0,001112	0,001455	0,00123333	-0,000265	0,00149833
908,313	-0,002348	-0,003725	-0,003629	-0,003234	-0,001904	0,000556	0,005126	0,00125933	8,7e-05	0,000484	-4,9e-05	0,000174	-0,004202	-0,003558	-0,003173	-0,00364433	-0,003045	-0,003048	-0,003273	-0,003122	-0,002216	-0,002188	-0,002112	-0,002172	0,047851	0,047563	0,048178	0,047864	0,001139	0,000918	0,001242	0,00109967	-0,000317	0,00141667
910,241	-0,002142	-0,0035	-0,00346	-0,003034	-0,001724	0,000697	0,0051	0,00135767	0,000193	0,000659	2,9e-05	0,000293667	-0,003845	-0,003396	-0,003023	-0,00342133	-0,002768	-0,002734	-0,003012	-0,002838	-0,001706	-0,001758	-0,001679	-0,00171433	0,051764	0,051427	0,052167	0,051786	0,001083	0,000833	0,001073	0,000996333	-0,000382	0,00137833
912,17	-0,002014	-0,003292	-0,003296	-0,00286733	-0,001563	0,000833	0,005044	0,001438	0,000224	0,000777	0,000266	0,000422333	-0,003615	-0,003288	-0,002874	-0,003259	-0,002541	-0,002561	-0,002821	-0,002641	-0,001429	-0,001374	-0,001327	-0,00137667	0,053757	0,053514	0,054403	0,0538913	0,001011	0,000874	0,00115	0,00101167	-0,000349	0,00136067
914,098	-0,001946	-0,003161	-0,00318	-0,00276233	-0,001508	0,000945	0,004977	0,00147133	0,000281	0,000807	0,000477	0,000521667	-0,003488	-0,003219	-0,00272	-0,00314233	-0,002375	-0,002488	-0,002722	-0,00252833	-0,001388	-0,001158	-0,001178	-0,00124133	0,053698	0,05354	0,054448	0,0538953	0,001019	0,000909	0,001385	0,00110433	-0,000189	0,00129333
916,027	-0,001974	-0,003167	-0,003127	-0,002756	-0,001553	0,000935	0,004908	0,00143	0,000326	0,000763	0,000478	0,000522333	-0,003508	-0,003309	-0,002634	-0,00315033	-0,002357	-0,002532	-0,002789	-0,00255933	-0,001529	-0,001208	-0,001333	-0,00135667	0,051935	0,051763	0,052596	0,052098	0,001084	0,00091	0,001562	0,00118533	-2,7e-05	0,00121233
917,955	-0,002127	-0,003287	-0,003154	-0,002856	-0,001658	0,000778	0,004855	0,001325	0,000254	0,000648	0,00029	0,000397333	-0,003702	-0,003535	-0,002697	-0,00331133	-0,002543	-0,002745	-0,003031	-0,002773	-0,00181	-0,001486	-0,001721	-0,00167233	0,049132	0,048858	0,049687	0,0492257	0,001142	0,000944	0,001578	0,00122133	5e-05	0,00117133
919,884	-0,002324	-0,003452	-0,003222	-0,00299933	-0,00177	0,000581	0,004868	0,00122633	9,3e-05	0,000499	5,1e-05	0,000214333	-0,003978	-0,003725	-0,00285	-0,00351767	-0,002859	-0,003059	-0,003328	-0,003082	-0,002149	-0,001842	-0,002106	-0,00203233	0,046054	0,045643	0,046576	0,046091	0,001247	0,001026	0,001515	0,00126267	5,4e-05	0,00120867
921,812	-0,00244	-0,003613	-0,003242	-0,00309833	-0,001795	0,000465	0,004945	0,001205	-3,3e-05	0,000392	-0,000115	8,13333e-05	-0,004219	-0,003808	-0,002936	-0,00365433	-0,003123	-0,003306	-0,003532	-0,00332033	-0,002422	-0,002111	-0,002298	-0,002277	0,043335	0,042853	0,043916	0,043368	0,001453	0,001126	0,001528	0,001369	1,8e-05	0,001351
923,741	-0,002494	-0,003781	-0,003259	-0,003178	-0,001748	0,000395	0,005008	0,00121833	-0,000103	0,000325	-0,000161	2,03333e-05	-0,004418	-0,003848	-0,002945	-0,003737	-0,003249	-0,003452	-0,003619	-0,00344	-0,002571	-0,002307	-0,002325	-0,002401	0,041404	0,040948	0,04204	0,041464	0,001648	0,001217	0,001626	0,001497	-3e-05	0,001527
925,669	-0,002597	-0,003957	-0,0034	-0,003318	-0,001782	0,000294	0,005018	0,00117667	-0,00018	0,00025	-0,000117	-1,56667e-05	-0,004607	-0,003902	-0,002997	-0,00383533	-0,003312	-0,003562	-0,003656	-0,00351	-0,002633	-0,002536	-0,002301	-0,00249	0,040454	0,040051	0,040973	0,0404927	0,00171	0,001234	0,001668	0,00153733	-6,6e-05	0,00160333
927,598	-0,002717	-0,004044	-0,003601	-0,003454	-0,001894	0,000222	0,004958	0,00109533	-0,000243	0,00018	-1,5e-05	-2,6e-05	-0,004706	-0,003924	-0,003068	-0,00389933	-0,003371	-0,003585	-0,003648	-0,00353467	-0,002628	-0,00273	-0,002259	-0,002539	0,040382	0,04005	0,040654	0,040362	0,001679	0,001147	0,001636	0,00148733	-8,7e-05	0,00157433
929,526	-0,002714	-0,003952	-0,003649	-0,00343833	-0,001908	0,000296	0,004878	0,00108867	-0,000204	0,000172	0,000141	3,63333e-05	-0,004604	-0,003833	-0,003016	-0,00381767	-0,003377	-0,003424	-0,003513	-0,003438	-0,002516	-0,002685	-0,002168	-0,00245633	0,040925	0,040732	0,041042	0,0408997	0,001632	0,001084	0,001687	0,00146767	-6,3e-05	0,00153067
931,455	-0,00252	-0,003708	-0,003451	-0,00322633	-0,001754	0,000565	0,004926	0,00124567	-1,8e-05	0,000278	0,000368	0,000209333	-0,004324	-0,003609	-0,002798	-0,003577	-0,003235	-0,003121	-0,003194	-0,00318333	-0,00225	-0,002331	-0,001967	-0,00218267	0,041982	0,041946	0,042099	0,042009	0,001643	0,001203	0,001894	0,00158	7,8e-05	0,001502
933,383	-0,00218	-0,003403	-0,003129	-0,002904	-0,001492	0,000959	0,005142	0,00153633	0,000277	0,000537	0,000645	0,000486333	-0,003963	-0,003286	-0,002531	-0,00326	-0,002869	-0,002763	-0,002757	-0,00279633	-0,001829	-0,001775	-0,001597	-0,00173367	0,043635	0,043646	0,043772	0,0436843	0,001808	0,001456	0,00215	0,00180467	0,000332	0,00147267
935,311	-0,001836	-0,003148	-0,002881	-0,00262167	-0,001189	0,001254	0,005401	0,001822	0,000578	0,000903	0,000878	0,000786333	-0,003584	-0,002951	-0,002325	-0,00295333	-0,002336	-0,002388	-0,002351	-0,00235833	-0,00131	-0,001156	-0,001103	-0,00118967	0,045875	0,045836	0,046021	0,0459107	0,002054	0,001675	0,002365	0,00203133	0,000554	0,00147733
937,24	-0,001617	-0,003017	-0,002789	-0,00247433	-0,000926	0,001295	0,00561	0,001993	0,000796	0,001215	0,000995	0,001002	-0,003245	-0,002669	-0,002147	-0,002687	-0,001856	-0,00202	-0,002036	-0,00197067	-0,00081	-0,000567	-0,000614	-0,000663667	0,048582	0,048554	0,048829	0,048655	0,002135	0,001767	0,002483	0,00212833	0,0006	0,00152833
939,168	-0,001489	-0,002955	-0,002761	-0,00240167	-0,000719	0,001227	0,005787	0,00209833	0,00093	0,001358	0,001058	0,00111533	-0,002962	-0,002368	-0,001913	-0,00241433	-0,001538	-0,00164	-0,001718	-0,001632	-0,000369	-4,4e-05	-0,000152	-0,000188333	0,051788	0,051886	0,052187	0,0519537	0,002004	0,001737	0,002428	0,00205633	0,000507	0,00154933
941,097	-0,001373	-0,002849	-0,002665	-0,00229567	-0,000483	0,001294	0,005979	0,00226333	0,001056	0,001427	0,001184	0,00122233	-0,002641	-0,001965	-0,001609	-0,00207167	-0,001204	-0,001164	-0,001294	-0,00122067	0,000162	0,000479	0,000407	0,000349333	0,055716	0,055912	0,056114	0,055914	0,001885	0,001667	0,002237	0,00192967	0,00043	0,00149967
943,025	-0,001263	-0,002655	-0,002468	-0,00212867	-0,000193	0,001541	0,006211	0,00251967	0,001252	0,001607	0,001414	0,00142433	-0,002218	-0,001504	-0,001253	-0,00165833	-0,00068	-0,000575	-0,000785	-0,00068	0,000911	0,0011	0,001135	0,00104867	0,060522	0,060688	0,060758	0,060656	0,001912	0,001642	0,002073	0,00187567	0,000443	0,00143267
944,954	-0,001073	-0,002371	-0,00221	-0,00188467	9,4e-05	0,001874	0,006483	0,002817	0,001545	0,001952	0,001697	0,00173133	-0,001762	-0,001061	-0,000838	-0,00122033	-3,6e-05	5,7e-05	-0,000226	-6,83333e-05	0,001807	0,001863	0,001996	0,00188867	0,066212	0,066278	0,06634	0,0662767	0,001998	0,001669	0,002057	0,001908	0,000502	0,001406
946,882	-0,000697	-0,001989	-0,001899	-0,00152833	0,000352	0,002268	0,006767	0,003129	0,001908	0,00237	0,001997	0,00209167	-0,001326	-0,000657	-0,000349	-0,000777333	0,000632	0,000698	0,000413	0,000581	0,002754	0,002794	0,002973	0,00284033	0,072709	0,072694	0,072902	0,0727683	0,002026	0,001699	0,002171	0,00196533	0,000568	0,00139733
948,811	-0,000244	-0,001512	-0,001511	-0,001089	0,000615	0,002737	0,007054	0,00346867	0,002262	0,002733	0,00234	0,002445	-0,000861	-0,000245	0,000204	-0,000300667	0,001399	0,001388	0,001139	0,00130867	0,003773	0,003853	0,004057	0,00389433	0,079969	0,079943	0,080283	0,080065	0,002001	0,001707	0,002286	0,001998	0,000602	0,001396
950,739	0,000125	-0,000958	-0,00105	-0,000627667	0,000939	0,003233	0,007402	0,003858	0,00257	0,003026	0,002735	0,002777	-0,000315	0,000262	0,000819	0,000255333	0,002345	0,002175	0,001928	0,00214933	0,004947	0,00498	0,005229	0,005052	0,088067	0,088075	0,088397	0,0881797	0,00202	0,001716	0,002291	0,002009	0,000575	0,001434
952,668	0,000475	-0,000371	-0,000533	-0,000143	0,001376	0,003715	0,007906	0,00433233	0,002919	0,003377	0,003181	0,003159	0,000341	0,000929	0,001544	0,000938	0,00341	0,00311	0,002817	0,00311233	0,006334	0,006247	0,006559	0,00638	0,097173	0,097191	0,097444	0,0972693	0,002118	0,001778	0,002222	0,00203933	0,000533	0,00150633
954,596	0,000966	0,000208	3,9e-05	0,000404333	0,001936	0,004233	0,008563	0,00491067	0,003411	0,003871	0,003716	0,003666	0,001141	0,001749	0,002416	0,00176867	0,004533	0,004217	0,003905	0,00421833	0,007893	0,007764	0,008126	0,00792767	0,107356	0,107381	0,107701	0,107479	0,002175	0,001893	0,002209	0,00209233	0,000555	0,00153733
956,525	0,001594	0,000746	0,000673	0,00100433	0,002598	0,004862	0,00928	0,00558	0,004057	0,00449	0,004343	0,00429667	0,002088	0,002637	0,003385	0,00270333	0,005752	0,005446	0,005229	0,00547567	0,009549	0,009495	0,009857	0,00963367	0,118531	0,118626	0,119173	0,118777	0,002091	0,002008	0,0023	0,002133	0,000638	0,001495
958,453	0,002243	0,001247	0,001368	0,00161933	0,003298	0,005594	0,009978	0,00629	0,004777	0,005188	0,004997	0,00498733	0,003093	0,003557	0,004338	0,00366267	0,007095	0,006763	0,006694	0,00685067	0,011314	0,011315	0,011634	0,011421	0,130521	0,130707	0,131455	0,130894	0,001967	0,002095	0,002413	0,00215833	0,000689	0,00146933
960,382	0,002858	0,001764	0,002055	0,00222567	0,003943	0,006323	0,010584	0,00695	0,005428	0,00587	0,005599	0,00563233	0,004016	0,004533	0,005201	0,00458333	0,00848	0,008155	0,008117	0,00825067	0,013138	0,013104	0,013401	0,0132143	0,142969	0,14318	0,143949	0,143366	0,001945	0,00212	0,002454	0,002173	0,000629	0,001544
962,31	0,003408	0,002322	0,002615	0,00278167	0,004497	0,006901	0,011005	0,00746767	0,005914	0,006431	0,006094	0,00614633	0,004789	0,005457	0,005981	0,005409	0,009733	0,009461	0,009311	0,00950167	0,01476	0,014722	0,015033	0,0148383	0,154776	0,154899	0,155631	0,155102	0,002005	0,002047	0,002381	0,00214433	0,000451	0,00169333
964,239	0,003805	0,002871	0,003001	0,00322567	0,004942	0,007251	0,011223	0,00780533	0,006266	0,006843	0,006486	0,00653167	0,005384	0,00613	0,006647	0,00605367	0,010655	0,010419	0,010163	0,0104123	0,015929	0,01596	0,016299	0,0160627	0,16413	0,164092	0,164903	0,164375	0,002071	0,001951	0,00225	0,00209067	0,000263	0,00182767
966,167	0,004005	0,003312	0,003266	0,00352767	0,005196	0,00742	0,011317	0,00797767	0,006547	0,007102	0,006787	0,006812	0,005716	0,006482	0,007092	0,00643	0,011119	0,010892	0,010607	0,0108727	0,01656	0,016598	0,017	0,0167193	0,169102	0,168962	0,169884	0,169316	0,002139	0,00195	0,002191	0,00209333	0,000236	0,00185733
968,096	0,004054	0,003526	0,003441	0,00367367	0,005216	0,007476	0,011326	0,008006	0,006719	0,007163	0,006901	0,00692767	0,005722	0,006537	0,007226	0,006495	0,011115	0,010888	0,010608	0,0108703	0,016614	0,016561	0,01707	0,0167483	0,168664	0,168574	0,169479	0,168906	0,002216	0,002034	0,002271	0,00217367	0,000388	0,00178567
970,024	0,00403	0,003465	0,003465	0,00365333	0,005092	0,007422	0,011261	0,007925	0,006705	0,007029	0,006744	0,006826	0,005508	0,006338	0,007052	0,00629933	0,010759	0,010517	0,010262	0,0105127	0,016161	0,016041	0,016628	0,0162767	0,163763	0,163846	0,164585	0,164065	0,002289	0,002114	0,002451	0,00228467	0,000571	0,00171367
971,953	0,004019	0,003254	0,003323	0,003532	0,004961	0,007262	0,011218	0,00781367	0,006571	0,006811	0,006457	0,006613	0,005307	0,006028	0,006717	0,00601733	0,010315	0,010029	0,009851	0,010065	0,015539	0,01544	0,016021	0,0156667	0,157469	0,15772	0,158281	0,157823	0,00239	0,002137	0,002686	0,00240433	0,000701	0,00170333
973,881	0,004019	0,003109	0,00317	0,00343267	0,00487	0,007057	0,011277	0,00773467	0,006462	0,006664	0,00627	0,00646533	0,005253	0,005792	0,006482	0,00584233	0,010093	0,009727	0,009677	0,00983233	0,01519	0,015117	0,015689	0,015332	0,153484	0,153768	0,154311	0,153854	0,00251	0,002084	0,002864	0,002486	0,000761	0,001725
975,81	0,003989	0,003155	0,003173	0,003439	0,004817	0,00694	0,011415	0,007724	0,006428	0,006697	0,006269	0,00646467	0,005317	0,005774	0,006517	0,00586933	0,010277	0,009847	0,009896	0,0100067	0,015443	0,015294	0,015954	0,0155637	0,154438	0,154614	0,155278	0,154777	0,002527	0,001937	0,002812	0,00242533	0,000685	0,00174033
977,738	0,004081	0,003439	0,003383	0,00363433	0,004935	0,007106	0,011676	0,00790567	0,006537	0,006954	0,006467	0,00665267	0,005582	0,006128	0,006869	0,006193	0,010956	0,010556	0,0106	0,010704	0,016464	0,016179	0,016965	0,016536	0,161038	0,16109	0,16182	0,161316	0,002407	0,00174	0,002552	0,002233	0,00048	0,001753
979,666	0,004512	0,003962	0,003808	0,004094	0,005433	0,007669	0,012185	0,008429	0,006924	0,007418	0,006942	0,00709467	0,006256	0,006956	0,007576	0,00692933	0,012164	0,011852	0,011825	0,011947	0,018211	0,017844	0,018691	0,0182487	0,172239	0,172246	0,172895	0,17246	0,002268	0,001648	0,002306	0,002074	0,000294	0,00178
981,595	0,005254	0,00467	0,004442	0,00478867	0,006278	0,008496	0,012913	0,009229	0,007594	0,008052	0,007716	0,00778733	0,007315	0,008122	0,008599	0,008012	0,013732	0,013469	0,013371	0,013524	0,020401	0,019988	0,020825	0,0204047	0,185772	0,185833	0,186343	0,185983	0,002178	0,001753	0,002215	0,00204867	0,000222	0,00182667
983,523	0,006117	0,005484	0,005218	0,00560633	0,007183	0,009328	0,013693	0,010068	0,008387	0,008819	0,008624	0,00861	0,008499	0,009369	0,009767	0,00921167	0,015317	0,015079	0,014902	0,0150993	0,022645	0,02214	0,022922	0,022569	0,199024	0,199244	0,199659	0,199309	0,002146	0,001934	0,002264	0,00211467	0,000234	0,00188067
985,452	0,006899	0,006266	0,005992	0,00638567	0,007885	0,009986	0,014383	0,0107513	0,009114	0,009576	0,009399	0,009363	0,00955	0,010479	0,010844	0,010291	0,016639	0,016443	0,016193	0,016425	0,024552	0,023921	0,024648	0,0243737	0,209833	0,210261	0,210637	0,210244	0,002194	0,002034	0,002379	0,00220233	0,000278	0,00192433
987,38	0,007397	0,006829	0,006586	0,00693733	0,008278	0,010409	0,014884	0,0111903	0,009636	0,010085	0,009866	0,00986233	0,010277	0,011232	0,011623	0,011044	0,017557	0,017378	0,0171	0,017345	0,025775	0,025057	0,0258	0,025544	0,216725	0,217223	0,217691	0,217213	0,002279	0,002042	0,002486	0,002269	0,000317	0,001952
989,309	0,007552	0,007083	0,006905	0,00718	0,008392	0,010578	0,015102	0,0113573	0,009868	0,010245	0,010025	0,010046	0,01058	0,011481	0,012005	0,0113553	0,017959	0,017762	0,017484	0,017735	0,026129	0,025418	0,026227	0,0259247	0,218795	0,219071	0,219889	0,219252	0,002329	0,002029	0,002545	0,002301	0,000316	0,001985
991,237	0,00746	0,007034	0,006932	0,007142	0,008276	0,010434	0,014968	0,011226	0,009778	0,010109	0,009889	0,00992533	0,010437	0,011221	0,011917	0,0111917	0,017695	0,017507	0,017241	0,017481	0,025602	0,024973	0,025789	0,0254547	0,215183	0,215096	0,216373	0,215551	0,002329	0,002038	0,002537	0,00230133	0,000268	0,00203333
993,166	0,007105	0,00668	0,006603	0,006796	0,007856	0,009891	0,014482	0,010743	0,009359	0,009691	0,009398	0,00948267	0,009819	0,010468	0,011227	0,0105047	0,016658	0,0165	0,016299	0,0164857	0,024161	0,023659	0,024368	0,0240627	0,205119	0,204826	0,206317	0,205421	0,002285	0,002085	0,002479	0,002283	0,000253	0,00203
995,094	0,006348	0,005966	0,005816	0,00604333	0,006997	0,008957	0,013653	0,009869	0,008608	0,008942	0,008526	0,008692	0,008695	0,009219	0,009878	0,009264	0,014842	0,014692	0,014604	0,0147127	0,021718	0,021388	0,021906	0,0216707	0,18831	0,188009	0,189361	0,18856	0,002183	0,002135	0,002402	0,00224	0,000321	0,001919
997,023	0,005148	0,004791	0,004568	0,00483567	0,00569	0,007724	0,012449	0,008621	0,0075	0,00781	0,007305	0,00753833	0,007047	0,007496	0,007979	0,00750733	0,0123	0,012166	0,012135	0,0122003	0,018265	0,01813	0,018464	0,0182863	0,165348	0,165097	0,166159	0,165535	0,002047	0,002112	0,002283	0,00214733	0,000385	0,00176233
998,951	0,003668	0,003187	0,002986	0,00328033	0,004106	0,006259	0,010911	0,007092	0,006061	0,00634	0,005804	0,00606833	0,004896	0,005378	0,005715	0,00532967	0,009163	0,009122	0,009016	0,00910033	0,014035	0,014026	0,014291	0,0141173	0,137917	0,137736	0,138561	0,138071	0,00196	0,002037	0,002124	0,00204033	0,000398	0,00164233
1000,88	0,002125	0,001415	0,001248	0,001596	0,002478	0,004635	0,009189	0,005434	0,004459	0,004721	0,004207	0,00446233	0,002432	0,003035	0,0033	0,00292233	0,005753	0,005856	0,005612	0,00574033	0,009506	0,009503	0,009821	0,00961	0,108712	0,10864	0,10932	0,108891	0,00195	0,001985	0,002007	0,00198067	0,000424	0,00155667
1002,81	0,00059	-0,00027	-0,000469	-4,96667e-05	0,000937	0,002979	0,00743	0,003782	0,00288	0,003135	0,002721	0,002912	-1,1e-05	0,000701	0,000965	0,000551667	0,002504	0,002668	0,002335	0,00250233	0,005192	0,005147	0,005519	0,005286	0,080762	0,080853	0,081416	0,0810103	0,001922	0,001896	0,001958	0,00192533	0,000449	0,00147633
